smiles_canonical,ic50_nM,n_records,had_salt
CC(n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCC(C#N)CC3)cn2)cs1)C(F)(F)F,0.0017,1,False
CC(n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCC(C(F)(F)F)CC3)cn2)cs1)C(F)(F)F,0.0015,1,False
CC(n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCC(F)(F)C3)cn2)cs1)C(F)(F)F,0.0021,1,False
CC(n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCC(F)CC3)cn2)cs1)C(F)(F)F,0.0017,1,False
CC(n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCC4(CC3)COC4)cn2)cs1)C(F)(F)F,0.0021,1,False
CC(n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCCCC3)cn2)cs1)C(F)(F)F,0.35035,2,False
CC(n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCCOCC3)cn2)cs1)C(F)(F)F,0.0019,1,False
CC(n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCN(C4CC4)CC3)cn2)cs1)C(F)(F)F,0.0018,1,False
CC(n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCN(CC(F)(F)F)CC3)cn2)cs1)C(F)(F)F,0.0012,1,False
CC(n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCN(CC4CC4)CC3)cn2)cs1)C(F)(F)F,0.0018,1,False
CC(n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCN4C(=O)OCC4C3)cn2)cs1)C(F)(F)F,0.0023,1,False
CC1(C#N)CN(c2cnc(C(=O)Nc3csc(-c4nncn4C4CC4)n3)cc2-n2cnc(C3CC3)c2)C1,0.0019,1,False
CC1(O)CCN(C(=O)c2ccc3c(c2)CN(c2cccc(-c4nncn4C4CC4)n2)C3=O)CC1,0.2,1,False
CC1(O)CCN(c2cnc(C(=O)Nc3csc(-c4nncn4C4CC4)n3)cc2-n2cnc(C3CC3)c2)CC1,2.5,1,False
CC1(O)CN(c2cnc(C(=O)Nc3csc(-c4nncn4C4CC4)n3)cc2-n2cnc(C3CC3)c2)C1,1.58,1,False
CC12OC(CC1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,0.07,1,False
CC1CCCOc2cc(F)ccc2C(=O)Nc2cccc(n2)-c2nncn21,0.024999999999999998,2,False
CC1CCCOc2ccccc2C(=O)Nc2cccc(n2)-c2nncn21,0.2115,4,False
CC1CCCOc2nn(C)cc2C(=O)Nc2cccc(n2)-c2nncn21,0.0194,2,False
CC1CCCn2cnnc2-c2cccc(n2)NC(=O)c2ccccc2O1,0.567,2,False
CC1CCOc2cc(F)c(-c3cnn(CCN(C)C)c3)cc2C(=O)Nc2cccc(n2)-c2nncn2C1,0.0225,2,False
CC1CCOc2cc(F)ccc2C(=O)Nc2cccc(n2)-c2nncn2C1,0.051500000000000004,2,False
CC1CCOc2ccccc2C(=O)Nc2cccc(n2)-c2nncn2C1,0.12300000000000001,2,False
CC1CCc2nnc(-c3cccc(N4Cc5ccccc5C4=O)n3)n21,0.2,3,False
CC1CCn2cnnc2-c2cccc(n2)NC(=O)c2ccccc2OC1,0.1,5,False
CC1OC(n2c3ccc(O)cc3c3c4c(c5c6ccccc6[nH]c5c32)CNC4=O)CC(N)C1O,1.1,1,False
CC1OC2CC(O)(C1O)n1c3ccccc3c3c4c(c5c6cc(O)ccc6n2c5c31)C(=O)NC4,27.05,2,False
CCC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3cc(Cl)ccc3Cl)o2)SC1=S,500.0,1,False
CCC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3ccc(Br)cc3)o2)SC1=S,500.0,1,False
CCC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3cccc(Cl)c3)o2)SC1=S,750.0,1,False
CCC(C(=O)O)N1C(=O)C(=Cc2ccc(-c3cc(Cl)ccc3Cl)o2)SC1=S,0.5,1,False
CCC(C(=O)O)N1C(=O)C(=Cc2ccc(-c3ccc(Br)cc3)o2)SC1=S,0.5,1,False
CCC(C(=O)O)N1C(=O)C(=Cc2ccc(-c3cccc(Cl)c3)o2)SC1=S,0.75,1,False
CCC(C)n1cnnc1-c1cccc(N2Cc3ccccc3C2=O)n1,0.035035,2,False
CCCC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3ccc(Br)cc3)o2)SC1=S,500.0,1,False
CCCC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3ccc(Cl)c(Cl)c3)o2)SC1=S,3900.0,1,False
CCCC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)SC1=S,1800.0,1,False
CCCC(C(=O)O)N1C(=O)C(=Cc2ccc(-c3ccc(Br)cc3)o2)SC1=S,0.5,1,False
CCCC(C(=O)O)N1C(=O)C(=Cc2ccc(-c3ccc(Cl)c(Cl)c3)o2)SC1=S,3.9,1,False
CCCC(C(=O)O)N1C(=O)C(=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)SC1=S,1.8,1,False
CCCCCOc1ccc(C2C(=C(O)c3ccc4c(c3)CC(C)O4)C(=O)C(=O)N2c2nc3ccc(F)cc3s2)cc1,0.75,1,False
CCCCCOc1ccc(C2C(=C(O)c3ccc4c(c3)OCCO4)C(=O)C(=O)N2c2nc3ccc(C)cc3s2)cc1,5.2,1,False
CCCCCOc1ccc(C2C(C(=O)c3ccc4c(c3)CC(C)O4)=C(O)C(=O)N2c2nc3ccc(F)cc3s2)cc1,750.0,1,False
CCCCCOc1ccc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2c2nc3ccc(C)cc3s2)cc1,5200.0,1,False
CCCCOc1ccc(C2C(=C(O)c3ccc4c(c3)OCCO4)C(=O)C(=O)N2c2nc3ccc(C)cc3s2)cc1,4.6,1,False
CCCCOc1ccc(C2C(=C(O)c3ccc4c(c3)OCCO4)C(=O)C(=O)N2c2nc3ccc(Cl)cc3s2)cc1,5.2,1,False
CCCCOc1ccc(C2C(=C(O)c3ccc4c(c3)OCCO4)C(=O)C(=O)N2c2nc3ccc(Cl)cc3s2)cc1OCC,3.6,1,False
CCCCOc1ccc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2c2nc3ccc(C)cc3s2)cc1,4600.0,1,False
CCCCOc1ccc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2c2nc3ccc(Cl)cc3s2)cc1,5200.0,1,False
CCCCOc1ccc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2c2nc3ccc(Cl)cc3s2)cc1OCC,3600.0,1,False
CCCCn1cnnc1-c1cccc(NC(=O)c2cc3c(C(F)(F)F)nn(C)c3[nH]c2=O)n1,978.0,1,False
CCCN(CCC)c1[nH]cnc2ncnc1-2,25800.0,1,False
CCCN(CCC)c1ncnc2nc[nH]c12,25.8,1,False
CCCNc1nc(Nc2ccc(N3CCOCC3)cc2)nc2c1ncn2C1CCCCC1,19.141,2,False
CCCNc1nc(Nc2ccc(N3CCOCC3)cc2)nc2c1ncn2Cc1ccc(C(F)(F)F)cc1,12.982,2,False
CCCOc1ccc(C2C(=C(O)c3ccc4c(c3)OCCO4)C(=O)C(=O)N2c2nc3ccc(C)cc3s2)cc1,2.0,1,False
CCCOc1ccc(C2C(=C(O)c3ccc4c(c3)OCCO4)C(=O)C(=O)N2c2nc3ccc(Cl)cc3s2)cc1,5.0,1,False
CCCOc1ccc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2c2nc3ccc(C)cc3s2)cc1,2000.0,1,False
CCCOc1ccc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2c2nc3ccc(Cl)cc3s2)cc1,5000.0,1,False
CCN(CC)C(=O)C1CCCN(c2nc(Nc3ccc(N4CCOCC4)cc3)c3ncn(Cc4ccc(C(F)(F)F)cc4)c3n2)C1,16.6205,2,False
CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,10.0,1,False
CCN(CC)c1nc(Nc2ccc(N3CCOCC3)cc2)nc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)n1,13.461,2,False
CCN(CC)c1nc(Nc2ccc(N3CCOCC3)cc2)nc(Nc2ccc(-n3ccnc3)cc2)n1,7.412000000000001,2,False
CCN(CC)c1nc(Nc2ccc3c(c2)OCO3)nc(N2CCC(N3CCOCC3)CC2)n1,19.857,2,False
CCN(Cc1ccccc1)c1ccc2ccc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)cc2n1,1.0,1,False
CCNc1c2c3c(cccc3n(C)c1=O)C(=O)c1ccccc1-2,5005.0,2,False
CCNc1ccc2c(c1)CN(c1cccc(-c3nncn3C3CC3)n1)C2=O,0.2,1,False
CCNc1nc(Nc2ccc(N3CCOCC3)cc2)c2cc(OC)c(OC)cc2n1,8.007,2,False
CCOC(=O)c1c(O)nc2cccc3c2c1-c1ccccc1C3=O,3000.0,1,False
CCOC(=O)c1c2c3c(cccc3[nH]c1=O)C(=O)c1ccccc1-2,1.75,2,False
CCOC(=O)c1ccc(-c2ccc(/C=C3\SC(=S)N(C(CC(=O)O)C(C)=O)C3=O)o2)cc1,800.0,1,False
CCOC(=O)c1ccc(-c2ccc(C=C3SC(=S)N(C(CC(=O)O)C(C)=O)C3=O)o2)cc1,0.8,1,False
CCOC(C)n1cc(-c2ccc3cc(C(=O)Nc4cccc(-c5nncn5C(C)C)n4)[nH]c3c2)cn1,45.595549999999996,2,False
CCOC(C)n1cc(-c2cccc(-c3n[nH]c4ccc(-c5nncn5C(C)C)cc34)c2)cn1,17.180999999999997,4,False
CCOC(C)n1cc(-c2cncc(-c3n[nH]c4ccc(-c5nncn5C(C)C)cc34)c2)cn1,138.6385,2,False
CCOc1ccc(C(=O)C2=C(O)C(=O)N(c3nc4ccc(C)cc4s3)C2c2ccc(F)cc2)cc1,5500.0,1,False
CCOc1ccc(C(O)=C2C(=O)C(=O)N(c3nc4ccc(C)cc4s3)C2c2ccc(F)cc2)cc1,5.5,1,False
CCOc1ccc(C2C(C(=O)c3cccs3)=C(O)C(=O)N2c2nc3ccc(C)cc3s2)cc1,4554.55,2,False
CCOc1ccc2nc(N3C(=O)C(=O)C(=C(O)c4ccc(C)cc4)C3c3ccc(C(C)(C)C)cc3)sc2c1,2.0,1,False
CCOc1ccc2nc(N3C(=O)C(=O)C(=C(O)c4ccccc4)C3c3ccc(C(C)(C)C)cc3)sc2c1,5.0,1,False
CCOc1ccc2nc(N3C(=O)C(=O)C(=C(O)c4ccccc4)C3c3ccc(Cl)cc3)sc2c1,4.2,1,False
CCOc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccc(C)cc4)C3c3ccc(C(C)(C)C)cc3)sc2c1,2000.0,1,False
CCOc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccccc4)C3c3ccc(C(C)(C)C)cc3)sc2c1,5000.0,1,False
CCOc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccccc4)C3c3ccc(Cl)cc3)sc2c1,4200.0,1,False
CCOc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4cccs4)C3c3ccc(C)cc3)sc2c1,2202.2,2,False
CCS(=O)(=O)Nc1ccc(OC)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)c1,0.1805,4,False
CCS(=O)(=O)Nc1cccc(-c2n[nH]c3ccc(-c4nncn4C(C)C)cc23)c1,9.9099,2,False
CCS(=O)(=O)Nc1cccc(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)c1,36.5365,2,False
CC[C@@H](C)n1cnnc1-c1cccc(N2Cc3ccccc3C2=O)n1,50.12,1,False
CC[C@H](C)n1cnnc1-c1cccc(N2Cc3ccccc3C2=O)n1,19.95,1,False
CCc1cc(NC(=O)Nc2cccc(-c3nncn3C(C)C)n2)[nH]n1,152.7,1,False
CCc1cc(NC(=O)Nc2cccc(-c3nncn3C(C)C)n2)n[nH]1,0.1527,1,False
CCc1cc(Nc2nccc(-c3c(-c4ccc(OC)c(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)c(OC)cc1N1CCC(N2CCN(S(C)(=O)=O)CC2)CC1,25000.0,1,False
CCc1ccc(-c2ccc(/C=C3\SC(=S)N(C(CC(=O)O)C(=O)O)C3=O)o2)cc1,1800.0,1,False
CCc1ccc(-c2ccc(C=C3SC(=S)N(C(CC(=O)O)C(=O)O)C3=O)o2)cc1,1.8,1,False
CCn1c(=O)c(C(=O)Nc2cccc(-c3nncn3C3CCCCC3)n2)cc2c(C(F)(F)F)nn(C)c21,1570.0,1,False
CCn1cc(Br)c2cnc(NC(=O)c3ccc(C(C)(C)O)cc3)cc21,5.5,2,False
CCn1cc(Br)c2cnc(NC(=O)c3ccc([C@@](C)(O)CO)cc3)cc21,6.0,2,False
CCn1cc(C(=O)Nc2cccc(-c3nncn3C(C)C(F)(F)F)n2)c(OC)n1,0.0075,2,False
CCn1cc(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)c(OC)n1,2.061,4,False
CCn1cc(C(=O)Nc2cccc(-c3nncn3[C@@H](C)C(F)(F)F)n2)c(OC)n1,7.5,2,False
CCn1cc(C)c2cnc(NC(=O)c3ccc(C(C)(C)O)cc3)cc21,13.5,2,False
CCn1cc(C)c2cnc(NC(=O)c3ccc([C@@](C)(O)CO)cc3)cc21,15.5,2,False
CCn1cc(Cl)c2cnc(NC(=O)c3ccc([C@@](C)(O)CO)c(C)c3)cc21,41.0,1,False
CCn1cc(Cl)c2cnc(NC(=O)c3ccc([C@@](C)(O)CO)cc3)cc21,11.0,2,False
CCn1cc(Cl)c2cnc(NC(=O)c3ccc([C@](C)(O)CO)cc3)cc21,10.5,2,False
CCn1cc(NC(=O)c2csc(-c3nncn3C(C)C)n2)cn1,0.6,3,False
CCn1ccc2cnc(NC(=O)c3ccc([C@@](C)(O)CO)c(C)c3)cc21,528.0,1,False
CCn1ccc2cnc(NC(=O)c3ccc([C@@](C)(O)CO)cc3)cc21,59.5,2,False
CCn1cnc(NC(=O)c2ccoc2)c1,250250.0,2,False
CCn1cnc(NC(=O)c2cscn2)c1,50050.0,2,False
CCn1nccc1-c1ccc2cnc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)cc2c1,0.055,1,False
CN(C)C(=O)c1ccc2c(c1)C(=O)N(c1cccc(-c3nncn3C3CC3)n1)C2,0.4,2,False
CN(C)C1CCN(C(=O)c2ccc3c(c2)CN(c2cccc(-c4nncn4C4CC4)n2)C3=O)CC1,0.2,1,False
CN(C)CCN1CCN(C(=O)c2cc(C(C)(C)C)sc2NC(=O)Nc2cccc(Cl)c2Cl)CCC1=O,15015.0,2,False
CN(C)CCn1cc(-c2ccc3c(c2)C(=O)Nc2cccc(n2)-c2nncn2CCCCO3)cn1,3.074,4,False
CN(C)c1cc(F)cc(-c2ccnc(Nc3ccc(-n4cnc(N5CCC(O)CC5)n4)cc3)n2)c1,19.226,2,False
CN(C)c1cc2c(cc1-c1cccnc1)C(=O)N(c1cccc(-c3nncn3C3CC3)n1)C2,0.2,1,False
CN(C)c1ccc(C(=O)Nc2cccc(NC(=O)COc3ccc4c(=O)ccoc4c3)c2)cc1,5005.0,2,False
CN(C)c1ccc2c(c1)CN(c1cccc(-c3nncn3C3CC3)n1)C2=O,0.2,1,False
CN(C)c1cccc(Nc2cc(Nc3ccccc3)ncn2)c1,22.185,2,False
CN(C)c1cccc(Nc2ccc(-n3cc(CC(=O)Nc4ccc(N5CCOCC5)cc4)c4ccccc43)nn2)c1,20.145,2,False
CN(C)c1cccc(Nc2ccc(-n3cc(CC(=O)Nc4ccc5c(c4)OCO5)c4ccccc43)nn2)c1,18.96,2,False
CN(C)c1cccc(Nc2nc(NCCc3ccc(O)cc3)c3ncn(-c4ccccc4)c3n2)c1,20.02,2,False
CN(C)c1cccc(Nc2nc(NCCc3ccc(O)cc3)c3ncn(C4CCCCC4)c3n2)c1,19.974,2,False
CN(C)c1cccc(Nc2nc(NCCc3ccc(O)cc3)c3ncn(Cc4ccc(C(F)(F)F)cc4)c3n2)c1,16.237000000000002,2,False
CN(C)c1cccc(Nc2nc(Nc3ccc(N4CCOCC4)cc3)c3[nH]cnc3n2)c1,13.011,2,False
CN(C)c1cccc(Nc2nc(Nc3ccc4c(c3)OCO4)c3ncn(Cc4ccc(C(F)(F)F)cc4)c3n2)c1,16.4805,2,False
CN(C)c1cccc(Nc2nccc(NCCOc3ccccc3)n2)c1,14.307500000000001,4,False
CN(C)c1cccc(Nc2nccc(NCc3cccc(C(F)(F)F)c3)n2)c1,16.455,2,False
CN(C)c1cccc(Nc2nccc(Nc3ccc4c(c3)OCO4)n2)c1,12.662500000000001,2,False
CN(C)c1cccc(Nc2ncnc3[nH]cnc23)c1,10000.0,1,False
CN(C)c1cccc(Nc2ncnc3nc[nH]c23)c1,10.0,1,False
CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3Br)C2=O)COc2ccccc21,1000.0,1,False
CN1C(=O)[C@@H](N2CCc3cn(CC4CCS(=O)(=O)CC4)nc3C2=O)COc2ccccc21,1000.0,1,False
CN1C(=O)[C@@H](N2CCc3cn(Cc4ccccc4)nc3C2=O)COc2ccccc21,1000.0,1,False
CN1CCN(C(=O)C(C)(C)c2ccc(C(=O)Nc3cn4cc(-c5ccncc5)ccc4n3)cc2)CC1,10000.0,1,False
CN1CCN(C(=O)c2ccc3c(c2)CN(c2cccc(-c4nncn4C4CC4)n2)C3=O)CC1,0.2,1,False
CN1CCN(c2cnc(C(=O)Nc3csc(-c4nncn4C4CC4)n3)cc2-n2cnc(C3CC3)c2)CC1,3.1,1,False
CN1CCN(c2nc(C3COc4ccccc4O3)nc3ccc(-c4cn[nH]c4)cc23)CC1,19.226,2,True
CN1CCN(c2ncn(-c3ccc(Nc4nccc(-c5cc(C#N)cc(N6CCC(O)CC6)c5)n4)cc3)n2)CC1,19.226,2,True
CN1N=C(C(F)(F)F)C2C=C(C(=O)Nc3cccc(-c4nncn4C4CC4)c3)C(=O)NC21,2700.0,1,False
CNC(=O)C1CCN(c2cnc(C(=O)Nc3csc(-c4nncn4C(C)C(F)(F)F)n3)cc2-n2cnc(C3CC3)c2)CC1,0.0023,1,False
CNC(=O)C1CCN(c2cnc(C(=O)Nc3csc(-c4nncn4C4CC4)n3)cc2-n2cnc(C3CC3)c2)CC1,0.0004,1,False
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,10.0,1,False
CNC(=O)c1ccc(OC)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)c1,1.3359999999999999,4,False
CNC(=O)c1ccc2c(c1)CN(c1cccc(-c3nncn3C3CC3)n1)C2=O,0.2,1,False
CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,0.0735,8,False
CNCc1ccc2nc(NC(=O)c3ccc(C(C)(C)C)cc3)cn2c1,435.435,2,False
CN[C@@H]1CC2OC([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6.3,1,False
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,19.9,5,False
CNc1c2c3c(cccc3n(C)c1=O)C(=O)c1ccccc1-2,2352.35,2,False
CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2CC(C(=O)NC3CCCCC3)CCC2C)n1,27.542,1,False
CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)CC[C@H]2C)n1,18771.0,2,False
COC(=O)C1CCN(C(=O)c2ccc3c(c2)CN(c2cccc(-c4nncn4C4CC4)n2)C3=O)CC1,0.2,1,False
COC(=O)CCCN1C(=O)/C(=C/c2ccc(-c3ccc(Br)cc3)o2)SC1=S,33000.0,1,False
COC(=O)CCCN1C(=O)/C(=C/c2ccc(-c3ccccc3F)o2)SC1=S,33000.0,1,False
COC(=O)CCCN1C(=O)C(=Cc2ccc(-c3ccc(Br)cc3)o2)SC1=S,33.0,1,False
COC(=O)CCCN1C(=O)C(=Cc2ccc(-c3ccccc3F)o2)SC1=S,33.0,1,False
COC(=O)c1cc2c(cc1-c1cccnc1)C(=O)N(c1cccc(-c3nncn3C3CC3)n1)C2,0.2,1,False
COC(=O)c1ccc(/C=C2\SC(=S)N(c3ccc(O)c(C(=O)O)c3)C2=O)cc1,33000.0,1,False
COC(=O)c1ccc(C=C2SC(=S)N(c3ccc(O)c(C(=O)O)c3)C2=O)cc1,33.0,1,False
COC(=O)c1ccc2c(c1)C(=O)N(c1cccc(-c3nncn3C3CC3)n1)C2,0.2,1,False
COC1(C)CCN(c2cnc(C(=O)Nc3csc(-c4nncn4C(C)C(F)(F)F)n3)cc2-n2cnc(C3CC3)c2)CC1,0.0022,1,False
COC1(C)CCN(c2cnc(C(=O)Nc3csc(-c4nncn4C4CC4)n3)cc2-n2cnc(C3CC3)c2)CC1,0.0142,1,False
COC1(C)CN(c2cnc(C(=O)Nc3csc(-c4nncn4C(C)C(F)(F)F)n3)cc2-n2cnc(C3CC3)c2)C1,0.002,1,False
COC1(C)CN(c2cnc(C(=O)Nc3csc(-c4nncn4C4CC4)n3)cc2-n2cnc(C3CC3)c2)C1,0.0018,1,False
COC1C(N(C)C(=O)COCCOCCNC(=O)c2ccc(-c3c4ccc(=[N+](C)C)cc-4oc4cc(N(C)C)ccc34)c(C(=O)O)c2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,8.0,1,True
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,10.0,1,False
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,10.0,1,False
COC1C(N(C)CCOCCOCCOCCNC(=O)CCC2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)C=C2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,0.248,1,False
COC1C(NCCOCCOCCOCCNC(=O)CCC2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)C=C2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,0.136,1,False
COC1CCN(C(=O)c2ccc3c(c2)CN(c2cccc(-c4nncn4C4CC4)n2)C3=O)C1,0.2,1,False
COC1CCN(C(=O)c2ccc3c(c2)CN(c2cccc(-c4nncn4C4CC4)n2)C3=O)CC1,0.2,1,False
COC1CCN(c2cnc(C(=O)Nc3csc(-c4nncn4C(C)C(F)(F)F)n3)cc2-n2cnc(C3CC3)c2)C1,0.0019,1,False
COC1CCN(c2cnc(C(=O)Nc3csc(-c4nncn4C(C)C(F)(F)F)n3)cc2-n2cnc(C3CC3)c2)CC1,0.0023,1,False
COC1CCN(c2cnc(C(=O)Nc3csc(-c4nncn4C4CC4)n3)cc2-n2cnc(C3CC3)c2)C1,0.0028,1,False
COC1CCN(c2cnc(C(=O)Nc3csc(-c4nncn4C4CC4)n3)cc2-n2cnc(C3CC3)c2)CC1,0.0032,1,False
COC1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccc(O)cc3c21,25025.0,2,False
COCC(C)n1cnnc1-c1cccc(NC(=O)c2cn(C)nc2OC)n1,0.2235,4,False
COCC1CN(c2cnc(C(=O)Nc3csc(-c4nncn4C(C)C(F)(F)F)n3)cc2-n2cnc(C3CC3)c2)C1,0.002,1,False
COCCCC1CCCN1c1ccc2ccc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)cc2n1,0.055,1,False
COCCCn1cc(NC(=O)c2csc(-c3nncn3C(C)C)n2)cn1,0.065,1,False
COCCNC(=O)c1ccc2c(c1)CN(c1cccc(-c3nncn3C3CC3)n1)C2=O,0.2,1,False
COCCNC(=O)c1cccc(-c2n[nH]c3ccc(-c4nncn4C(C)C)cc23)c1,122.6225,2,False
COCCNc1ccc2ccc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)cc2n1,0.055,1,False
COCCNc1ccnc(NC(=O)c2csc(-c3nncn3C(C)C)n2)c1,0.099,1,False
COCCOc1ccc2c(c1)C(=O)N(c1cccc(-c3nncn3C(C)C)n1)C2,0.01585,3,False
COCCOc1ccc2c(c1)C(=O)N(c1cccc(-c3nncn3C(C)CO)n1)C2,0.010266500000000001,2,False
COCCOc1ccc2c(c1)C(=O)N(c1cccc(-c3nncn3[C@H](C)CO)n1)C2,7.943,1,False
COCCOc1ccnc(NC(=O)c2csc(-c3nncn3C(C)C)n2)c1,0.14,1,False
COCCn1cc(C(=O)Nc2cccc(-c3nncn3C(C)C(F)(F)F)n2)c(OC)n1,0.0085,2,False
COCCn1cc(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)c(OC)n1,3.6675,4,False
COCCn1cc(C(=O)Nc2cccc(-c3nncn3[C@@H](C)C(F)(F)F)n2)c(OC)n1,8.5,2,False
COCCn1cc(NC(=O)c2csc(-c3nncn3C(C)C)n2)cn1,0.06,3,False
COC[C@@H](C)n1cnnc1-c1cccc(NC(=O)c2cn(C)nc2OC)n1,217.0,2,False
COC[C@H](C)n1cnnc1-c1cccc(NC(=O)c2cn(C)nc2OC)n1,418.5,2,False
COCn1cc(-c2cccc(-c3n[nH]c4ccc(-c5nncn5C(C)C)cc34)c2)cn1,18.354,4,False
COc1c(-c2cnn(C)c2)ccc2cnc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)nc12,19.226,2,True
COc1cc(-c2cn[nH]c2)cc2c(=O)[nH]c(C3COc4ccc(C)cc4C3)nc12,19.226,2,True
COc1cc(-c2n[nH]c3ccc(-c4nncn4C(C)C)cc23)cc(-n2cnc(C3CC3)c2)c1,29.947000000000003,4,False
COc1cc(C)c(C(N)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,0.224,4,False
COc1cc(C)c(S(C)(=O)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,2.0365,4,False
COc1cc(C)c(S(N)(=O)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,0.092,4,False
COc1cc(N2CCN(C)CC2)ccc1Nc1cc(Nc2ccccc2-c2ncccn2)c(C(F)(F)F)cn1,11.606,2,True
COc1cc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4c(C)cccc4Cl)cn3)c2)cc(OC)c1OC,19.226,2,False
COc1cc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccc(-c5ccccc5)cc4)cn3)c2)cc(OC)c1OC,19.226,2,False
COc1cc(Nc2ccnc(Nc3cccc(N(C)C)c3)n2)cc(OC)c1OC,6.8919999999999995,2,False
COc1cc(Nc2nc(-c3c(C)noc3C)nc3c2ncn3Cc2ccc(C(F)(F)F)cc2)cc(OC)c1OC,27.499,2,False
COc1cc(Nc2nc(-c3ccc(C(N)=O)cc3)nc3c2ncn3C2CCCCC2)cc(OC)c1OC,17.429000000000002,2,False
